referrer,views_total,views_unique
github.com,1163,145
nutui.jd.com,104,32
ext.dcloud.net.cn,71,32
npmjs.com,43,7
cn.bing.com,34,8
Baidu,26,9
Google,20,12
gitee.com,15,10
Bing,8,2
uni-helper.js.org,2,2
