referrer,views_total,views_unique
github.com,647,124
nutui.jd.com,146,26
Google,98,49
Baidu,75,42
cn.bing.com,32,17
ext.dcloud.net.cn,23,7
gitee.com,14,8
Bing,9,9
npmjs.com,5,2
uni-helper.js.org,3,2
