url_path,views_total,views_unique
/nutui-uniapp/nutui-uniapp,311,202
/nutui-uniapp/nutui-uniapp/issues,117,46
/nutui-uniapp/nutui-uniapp/releases,63,43
/nutui-uniapp/nutui-uniapp/pulls,37,10
/nutui-uniapp/nutui-uniapp/issues/440,27,20
/nutui-uniapp/nutui-uniapp/issues/251,18,15
/nutui-uniapp/nutui-uniapp/tree/main/packages/nutui,18,15
/nutui-uniapp/nutui-uniapp/issues/309,11,11
/nutui-uniapp/nutui-uniapp/blob/main/package.json,11,9
/nutui-uniapp/nutui-uniapp/issues/450,11,1
