time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-07-04 00:00:00+00:00,28,14,113,43
2025-07-05 00:00:00+00:00,12,6,32,15
2025-07-06 00:00:00+00:00,14,8,54,22
2025-07-07 00:00:00+00:00,185,59,254,33
2025-07-08 00:00:00+00:00,15,9,101,39
2025-07-09 00:00:00+00:00,14,8,117,37
2025-07-10 00:00:00+00:00,16,8,52,33
2025-07-11 00:00:00+00:00,17,8,78,35
2025-07-12 00:00:00+00:00,13,7,25,16
2025-07-13 00:00:00+00:00,13,7,38,16
2025-07-14 00:00:00+00:00,15,7,129,38
2025-07-15 00:00:00+00:00,17,9,47,21
2025-07-16 00:00:00+00:00,42,17,112,44
2025-07-17 00:00:00+00:00,9,9,92,34
