time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-01-13 00:00:00+00:00,2.0,2.0,95,45
2025-01-14 00:00:00+00:00,,,79,28
2025-01-15 00:00:00+00:00,21.0,11.0,122,43
2025-01-16 00:00:00+00:00,6.0,4.0,94,43
2025-01-17 00:00:00+00:00,3.0,2.0,156,46
2025-01-18 00:00:00+00:00,4.0,3.0,88,14
2025-01-19 00:00:00+00:00,2.0,1.0,55,15
2025-01-20 00:00:00+00:00,2.0,2.0,104,37
2025-01-21 00:00:00+00:00,,,84,23
2025-01-22 00:00:00+00:00,2.0,1.0,51,36
2025-01-23 00:00:00+00:00,1.0,1.0,113,32
2025-01-24 00:00:00+00:00,1.0,1.0,159,30
2025-01-25 00:00:00+00:00,5.0,3.0,40,19
2025-01-26 00:00:00+00:00,,,33,16
