referrer,views_total,views_unique
github.com,496,89
ext.dcloud.net.cn,58,31
nutui.jd.com,58,18
Baidu,18,6
Google,14,9
gitee.com,8,3
npmjs.com,8,3
uni-helper.js.org,6,4
cn.bing.com,4,4
Bing,4,1
