time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-10 00:00:00+00:00,81.0,35.0,106,32
2025-11-11 00:00:00+00:00,63.0,23.0,110,39
2025-11-12 00:00:00+00:00,59.0,28.0,131,39
2025-11-13 00:00:00+00:00,10.0,8.0,50,28
2025-11-14 00:00:00+00:00,17.0,10.0,67,28
2025-11-15 00:00:00+00:00,11.0,8.0,38,25
2025-11-16 00:00:00+00:00,4.0,4.0,33,21
2025-11-17 00:00:00+00:00,9.0,9.0,92,31
2025-11-18 00:00:00+00:00,10.0,10.0,54,27
2025-11-19 00:00:00+00:00,7.0,7.0,29,26
2025-11-20 00:00:00+00:00,19.0,17.0,67,35
2025-11-21 00:00:00+00:00,9.0,9.0,121,28
2025-11-22 00:00:00+00:00,13.0,11.0,21,18
2025-11-23 00:00:00+00:00,,,19,13
