time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-06-01 00:00:00+00:00,10,4,21,8
2024-06-02 00:00:00+00:00,5,2,105,14
2024-06-03 00:00:00+00:00,3,3,173,46
2024-06-04 00:00:00+00:00,2,2,235,50
2024-06-05 00:00:00+00:00,6,3,375,61
2024-06-06 00:00:00+00:00,3,3,258,58
2024-06-07 00:00:00+00:00,5,2,302,57
2024-06-08 00:00:00+00:00,4,3,38,13
2024-06-09 00:00:00+00:00,1,1,117,19
2024-06-10 00:00:00+00:00,6,2,112,19
2024-06-11 00:00:00+00:00,12,7,261,53
2024-06-12 00:00:00+00:00,5,4,412,61
2024-06-13 00:00:00+00:00,17,7,263,62
2024-06-14 00:00:00+00:00,45,16,479,51
