time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-29 00:00:00+00:00,26.0,4.0,53,14
2025-06-30 00:00:00+00:00,43.0,19.0,114,38
2025-07-01 00:00:00+00:00,18.0,10.0,53,34
2025-07-02 00:00:00+00:00,15.0,9.0,61,26
2025-07-03 00:00:00+00:00,14.0,6.0,83,28
2025-07-04 00:00:00+00:00,28.0,14.0,113,43
2025-07-05 00:00:00+00:00,12.0,6.0,32,15
2025-07-06 00:00:00+00:00,14.0,8.0,54,22
2025-07-07 00:00:00+00:00,185.0,59.0,254,33
2025-07-08 00:00:00+00:00,15.0,9.0,101,39
2025-07-09 00:00:00+00:00,14.0,8.0,117,37
2025-07-10 00:00:00+00:00,16.0,8.0,52,33
2025-07-11 00:00:00+00:00,17.0,8.0,78,35
2025-07-12 00:00:00+00:00,,,25,16
