time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-30 00:00:00+00:00,42,25,98,37
2025-10-31 00:00:00+00:00,8,8,78,46
2025-11-01 00:00:00+00:00,12,7,47,23
2025-11-02 00:00:00+00:00,12,7,36,22
2025-11-03 00:00:00+00:00,46,20,131,28
2025-11-04 00:00:00+00:00,42,21,101,34
2025-11-05 00:00:00+00:00,42,18,119,36
2025-11-06 00:00:00+00:00,30,18,75,33
2025-11-07 00:00:00+00:00,35,19,89,34
2025-11-08 00:00:00+00:00,26,17,24,17
2025-11-09 00:00:00+00:00,21,8,7,6
2025-11-10 00:00:00+00:00,81,35,106,32
2025-11-11 00:00:00+00:00,63,23,110,39
2025-11-12 00:00:00+00:00,55,25,130,38
