referrer,views_total,views_unique
github.com,391,69
gitee.com,90,8
Baidu,70,44
nutui.jd.com,26,15
Google,24,20
ext.dcloud.net.cn,21,6
cn.bing.com,17,14
Bing,11,6
uni-helper.js.org,2,2
search.infohubnews.com,2,1
