referrer,views_total,views_unique
github.com,554,90
nutui.jd.com,64,22
Baidu,46,43
cn.bing.com,41,13
ext.dcloud.net.cn,41,8
npmjs.com,23,2
Google,16,13
Bing,14,11
uni-helper.js.org,5,5
gitee.com,5,4
