time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-28 00:00:00+00:00,16,11,33,20
2025-09-29 00:00:00+00:00,18,14,36,26
2025-09-30 00:00:00+00:00,24,18,125,27
2025-10-01 00:00:00+00:00,9,9,20,12
2025-10-02 00:00:00+00:00,5,5,47,11
2025-10-03 00:00:00+00:00,13,12,11,10
2025-10-04 00:00:00+00:00,9,9,9,9
2025-10-05 00:00:00+00:00,13,8,14,7
2025-10-06 00:00:00+00:00,6,6,14,7
2025-10-07 00:00:00+00:00,13,13,8,4
2025-10-08 00:00:00+00:00,7,7,32,14
2025-10-09 00:00:00+00:00,13,13,81,25
2025-10-10 00:00:00+00:00,11,10,131,32
2025-10-11 00:00:00+00:00,38,17,236,24
