referrer,views_total,views_unique
github.com,156,69
nutui.jd.com,78,18
Baidu,52,33
Google,37,25
npmjs.com,12,4
cn.bing.com,10,8
Bing,7,1
gitcode.com,6,2
ext.dcloud.net.cn,6,1
gitee.com,2,2
