referrer,views_total,views_unique
github.com,185,83
Baidu,81,61
Google,79,31
nutui.jd.com,34,19
cn.bing.com,12,11
Bing,8,4
gitee.com,7,4
npmjs.com,5,3
ext.dcloud.net.cn,4,2
thoughts.aliyun.com,4,2
