url_path,views_total,views_unique
/nutui-uniapp/nutui-uniapp,353,222
/nutui-uniapp/nutui-uniapp/issues,129,64
/nutui-uniapp/nutui-uniapp/releases,86,59
/nutui-uniapp/nutui-uniapp/issues/251,41,25
/nutui-uniapp/nutui-uniapp/issues/440,30,20
/nutui-uniapp/nutui-uniapp/tree/main/example,20,14
/nutui-uniapp/nutui-uniapp/pulls,20,12
/nutui-uniapp/nutui-uniapp/tree/main/packages/nutui,17,12
/nutui-uniapp/nutui-uniapp/tree/main/example/src,16,7
/nutui-uniapp/nutui-uniapp/discussions/411,15,15
