referrer,views_total,views_unique
github.com,891,100
nutui.jd.com,158,44
gitee.com,75,7
Baidu,72,30
mail.qq.com,32,3
ext.dcloud.net.cn,18,10
Google,15,14
cn.bing.com,14,12
link.juejin.cn,12,4
npmjs.com,4,2
