url_path,views_total,views_unique
/nutui-uniapp/nutui-uniapp,346,176
/nutui-uniapp/nutui-uniapp/tree/main/packages/nutui,147,22
/nutui-uniapp/nutui-uniapp/issues,141,49
/nutui-uniapp/nutui-uniapp/tree/main/example,73,17
/nutui-uniapp/nutui-uniapp/tree/main/docs,57,6
/nutui-uniapp/nutui-uniapp/tree/main/packages/nutui/components,55,12
/nutui-uniapp/nutui-uniapp/tree/main/example/src,54,12
/nutui-uniapp/nutui-uniapp/releases,49,40
/nutui-uniapp/nutui-uniapp/tree/main,47,8
/nutui-uniapp/nutui-uniapp/pulls,37,7
