referrer,views_total,views_unique
github.com,410,86
nutui.jd.com,73,28
ext.dcloud.net.cn,31,18
cn.bing.com,19,4
gitee.com,11,5
uni-helper.js.org,8,6
npmjs.com,5,3
link.zhihu.com,2,1
Baidu,1,1
Bing,1,1
