referrer,views_total,views_unique
github.com,507,64
Google,47,21
nutui.jd.com,42,22
Baidu,31,31
gitee.com,31,6
cn.bing.com,24,10
ext.dcloud.net.cn,14,5
Bing,9,7
npmjs.com,5,1
search.infohubnews.com,2,1
