referrer,views_total,views_unique
github.com,167,59
Baidu,29,23
Google,29,19
nutui.jd.com,17,14
ext.dcloud.net.cn,7,5
gitee.com,6,5
cn.bing.com,5,4
mail.qq.com,4,2
npmjs.com,2,1
Bing,1,1
