time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-17 00:00:00+00:00,12.0,6.0,35,22
2025-08-18 00:00:00+00:00,12.0,4.0,87,39
2025-08-19 00:00:00+00:00,11.0,5.0,82,38
2025-08-20 00:00:00+00:00,13.0,5.0,57,24
2025-08-21 00:00:00+00:00,13.0,5.0,54,31
2025-08-22 00:00:00+00:00,11.0,5.0,39,21
2025-08-23 00:00:00+00:00,11.0,5.0,17,9
2025-08-24 00:00:00+00:00,9.0,3.0,29,8
2025-08-25 00:00:00+00:00,15.0,9.0,51,32
2025-08-26 00:00:00+00:00,17.0,10.0,61,25
2025-08-27 00:00:00+00:00,10.0,4.0,90,26
2025-08-28 00:00:00+00:00,11.0,5.0,88,23
2025-08-29 00:00:00+00:00,13.0,7.0,57,31
2025-08-30 00:00:00+00:00,,,23,12
