referrer,views_total,views_unique
github.com,55,36
Baidu,28,25
Bing,27,15
nutui.jd.com,26,13
Google,12,12
gitee.com,3,3
ext.dcloud.net.cn,3,2
context7.com,2,1
uni-helper.cn,2,1
npmjs.com,1,1
