referrer,views_total,views_unique
github.com,90,40
nutui.jd.com,31,14
Google,19,15
Baidu,16,9
cn.bing.com,2,2
jd-opensource.github.io,2,1
gitee.com,2,1
gitcode.com,2,1
Bing,1,1
npmjs.com,1,1
