url_path,views_total,views_unique
/nutui-uniapp/nutui-uniapp,406,219
/nutui-uniapp/nutui-uniapp/issues,155,58
/nutui-uniapp/nutui-uniapp/tree/main/packages/nutui,106,29
/nutui-uniapp/nutui-uniapp/tree/main/packages/nutui/components,73,25
/nutui-uniapp/nutui-uniapp/releases,63,50
/nutui-uniapp/nutui-uniapp/tree/main/example,39,13
/nutui-uniapp/nutui-uniapp/commits/main,34,6
/nutui-uniapp/nutui-uniapp/tree/main/packages/nutui/locale,32,2
/nutui-uniapp/nutui-uniapp/pulls,28,8
/nutui-uniapp/nutui-uniapp/issues/341,24,19
