referrer,views_total,views_unique
github.com,804,90
nutui.jd.com,145,44
gitee.com,76,8
Baidu,75,31
ext.dcloud.net.cn,18,10
Google,17,15
cn.bing.com,14,12
link.juejin.cn,12,4
mail.qq.com,9,2
npmjs.com,5,3
