referrer,views_total,views_unique
github.com,148,45
Google,26,18
nutui.jd.com,20,16
npmjs.com,20,1
Baidu,17,15
Bing,7,1
gitee.com,3,3
uni-helper.js.org,3,3
ext.dcloud.net.cn,3,2
cn.bing.com,2,1
