referrer,views_total,views_unique
github.com,166,59
Baidu,28,24
Google,17,17
nutui.jd.com,16,14
gitee.com,13,7
ext.dcloud.net.cn,10,6
cn.bing.com,7,5
mail.qq.com,4,2
npmjs.com,3,2
Bing,1,1
