referrer,views_total,views_unique
github.com,668,76
nutui.jd.com,96,31
Google,79,24
Baidu,46,34
cn.bing.com,30,11
gitee.com,8,6
Bing,6,5
npmjs.com,5,1
uni-helper.js.org,3,3
ext.dcloud.net.cn,3,2
