referrer,views_total,views_unique
github.com,165,89
Baidu,94,54
bgithub.xyz,76,4
ext.dcloud.net.cn,60,10
nutui.jd.com,39,20
Google,35,25
cn.bing.com,15,13
uni-helper.js.org,13,2
gitee.com,6,6
npmjs.com,6,3
