referrer,views_total,views_unique
github.com,335,84
nutui.jd.com,99,22
Baidu,52,38
cn.bing.com,41,18
Google,31,25
ext.dcloud.net.cn,28,9
npmjs.com,24,3
admin.loftshop.club,13,1
Bing,12,11
gitee.com,6,6
