referrer,views_total,views_unique
github.com,711,89
nutui.jd.com,112,30
Baidu,56,40
Google,41,33
cn.bing.com,24,12
uni-helper.js.org,17,5
ext.dcloud.net.cn,16,5
Bing,11,9
gitee.com,10,6
mail.qq.com,4,2
