url_path,views_total,views_unique
/nutui-uniapp/nutui-uniapp,453,197
/nutui-uniapp/nutui-uniapp/issues,205,54
/nutui-uniapp/nutui-uniapp/tree/main/packages/nutui,94,30
/nutui-uniapp/nutui-uniapp/releases,83,53
/nutui-uniapp/nutui-uniapp/tree/main/packages/nutui/components,70,21
/nutui-uniapp/nutui-uniapp/tree/main/example,67,21
/nutui-uniapp/nutui-uniapp/tree/main/example/src,61,13
/nutui-uniapp/nutui-uniapp/pulls,61,10
/nutui-uniapp/nutui-uniapp/commits/main,46,6
/nutui-uniapp/nutui-uniapp/tree/main/example/src/pages,45,9
