url_path,views_total,views_unique
/nutui-uniapp/nutui-uniapp,336,163
/nutui-uniapp/nutui-uniapp/issues,167,47
/nutui-uniapp/nutui-uniapp/releases,74,52
/nutui-uniapp/nutui-uniapp/tree/main/packages/nutui,50,18
/nutui-uniapp/nutui-uniapp/tree/main/example/src,42,5
/nutui-uniapp/nutui-uniapp/tree/main/example,31,9
/nutui-uniapp/nutui-uniapp/commits/main,30,5
/nutui-uniapp/nutui-uniapp/issues/422,28,9
/nutui-uniapp/nutui-uniapp/tree/main/packages/nutui/components,27,12
/nutui-uniapp/nutui-uniapp/pulls,27,8
