time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-12-28 00:00:00+00:00,17,5,91,21
2025-12-29 00:00:00+00:00,13,9,51,28
2025-12-30 00:00:00+00:00,17,8,66,35
2025-12-31 00:00:00+00:00,7,7,27,17
2026-01-01 00:00:00+00:00,9,5,30,11
2026-01-02 00:00:00+00:00,10,5,24,13
2026-01-03 00:00:00+00:00,9,6,24,10
2026-01-04 00:00:00+00:00,46,13,63,27
2026-01-05 00:00:00+00:00,38,6,39,26
2026-01-06 00:00:00+00:00,47,10,65,24
2026-01-07 00:00:00+00:00,35,9,57,30
2026-01-08 00:00:00+00:00,39,7,46,31
2026-01-09 00:00:00+00:00,52,17,81,30
2026-01-10 00:00:00+00:00,32,5,13,13
