time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-03-05 00:00:00+00:00,5.0,5.0,101,48
2025-03-06 00:00:00+00:00,11.0,7.0,102,36
2025-03-07 00:00:00+00:00,26.0,17.0,169,47
2025-03-08 00:00:00+00:00,9.0,6.0,18,11
2025-03-09 00:00:00+00:00,8.0,5.0,38,17
2025-03-10 00:00:00+00:00,7.0,7.0,84,31
2025-03-11 00:00:00+00:00,7.0,7.0,125,45
2025-03-12 00:00:00+00:00,8.0,6.0,146,46
2025-03-13 00:00:00+00:00,9.0,5.0,120,54
2025-03-14 00:00:00+00:00,7.0,4.0,120,41
2025-03-15 00:00:00+00:00,7.0,4.0,72,23
2025-03-16 00:00:00+00:00,5.0,3.0,46,14
2025-03-17 00:00:00+00:00,9.0,6.0,117,37
2025-03-18 00:00:00+00:00,,,129,49
