time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-03-02 00:00:00+00:00,4,3,24,20
2025-03-03 00:00:00+00:00,19,13,187,48
2025-03-04 00:00:00+00:00,7,7,139,51
2025-03-05 00:00:00+00:00,5,5,101,48
2025-03-06 00:00:00+00:00,11,7,102,36
2025-03-07 00:00:00+00:00,26,17,169,47
2025-03-08 00:00:00+00:00,9,6,18,11
2025-03-09 00:00:00+00:00,8,5,38,17
2025-03-10 00:00:00+00:00,7,7,84,31
2025-03-11 00:00:00+00:00,7,7,125,45
2025-03-12 00:00:00+00:00,8,6,146,46
2025-03-13 00:00:00+00:00,9,5,120,54
2025-03-14 00:00:00+00:00,7,4,120,41
2025-03-15 00:00:00+00:00,1,1,69,20
