referrer,views_total,views_unique
github.com,161,50
Google,29,21
nutui.jd.com,22,18
npmjs.com,20,1
Baidu,19,17
Bing,7,1
gitee.com,4,4
ext.dcloud.net.cn,4,3
uni-helper.js.org,3,3
cn.bing.com,2,1
