referrer,views_total,views_unique
github.com,422,83
nutui.jd.com,84,28
ext.dcloud.net.cn,37,23
cn.bing.com,19,4
gitee.com,12,6
uni-helper.js.org,8,6
npmjs.com,5,3
Google,5,2
link.zhihu.com,2,1
Baidu,1,1
