referrer,views_total,views_unique
github.com,211,58
Baidu,58,26
Google,44,31
nutui.jd.com,40,22
gitee.com,14,3
uni-helper.js.org,7,4
cn.bing.com,5,5
ext.dcloud.net.cn,3,3
Bing,3,3
npmjs.com,2,1
