url_path,views_total,views_unique
/nutui-uniapp/nutui-uniapp,498,219
/nutui-uniapp/nutui-uniapp/issues,210,68
/nutui-uniapp/nutui-uniapp/releases,136,65
/nutui-uniapp/nutui-uniapp/tree/main/packages/nutui,66,20
/nutui-uniapp/nutui-uniapp/commits/main,59,8
/nutui-uniapp/nutui-uniapp/pulls,57,10
/nutui-uniapp/nutui-uniapp/tree/main/packages/nutui/components,40,14
/nutui-uniapp/nutui-uniapp/blob/main/CONTRIBUTING.md,32,9
/nutui-uniapp/nutui-uniapp/tree/main/example,31,11
/nutui-uniapp/nutui-uniapp/issues/152,31,10
