time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-02-02 00:00:00+00:00,46,13,49,26
2026-02-03 00:00:00+00:00,51,11,42,20
2026-02-04 00:00:00+00:00,47,11,39,20
2026-02-05 00:00:00+00:00,45,11,27,22
2026-02-06 00:00:00+00:00,48,12,44,26
2026-02-07 00:00:00+00:00,46,12,46,15
2026-02-08 00:00:00+00:00,50,11,5,5
2026-02-09 00:00:00+00:00,35,13,49,22
2026-02-10 00:00:00+00:00,37,9,47,24
2026-02-11 00:00:00+00:00,38,8,27,17
2026-02-12 00:00:00+00:00,18,8,33,14
2026-02-13 00:00:00+00:00,8,4,24,9
2026-02-14 00:00:00+00:00,17,9,18,17
2026-02-15 00:00:00+00:00,13,8,10,8
