time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-06 00:00:00+00:00,13.0,4.0,60,29
2025-06-07 00:00:00+00:00,12.0,6.0,34,14
2025-06-08 00:00:00+00:00,9.0,3.0,42,18
2025-06-09 00:00:00+00:00,12.0,4.0,73,32
2025-06-10 00:00:00+00:00,12.0,6.0,87,41
2025-06-11 00:00:00+00:00,14.0,6.0,111,31
2025-06-12 00:00:00+00:00,12.0,4.0,67,26
2025-06-13 00:00:00+00:00,12.0,6.0,72,32
2025-06-14 00:00:00+00:00,15.0,9.0,35,14
2025-06-15 00:00:00+00:00,11.0,5.0,43,13
2025-06-16 00:00:00+00:00,19.0,11.0,118,35
2025-06-17 00:00:00+00:00,16.0,8.0,112,41
2025-06-18 00:00:00+00:00,16.0,8.0,199,35
2025-06-19 00:00:00+00:00,,,49,25
