referrer,views_total,views_unique
github.com,205,85
Baidu,87,54
Google,46,27
nutui.jd.com,39,18
cn.bing.com,26,12
gitee.com,14,5
Bing,12,3
ext.dcloud.net.cn,8,3
npmjs.com,2,2
mail.qq.com,1,1
