url_path,views_total,views_unique
/nutui-uniapp/nutui-uniapp,525,246
/nutui-uniapp/nutui-uniapp/issues,203,70
/nutui-uniapp/nutui-uniapp/tree/main/packages/nutui,132,28
/nutui-uniapp/nutui-uniapp/releases,121,81
/nutui-uniapp/nutui-uniapp/pulls,103,12
/nutui-uniapp/nutui-uniapp/tree/main/packages/nutui/components,83,17
/nutui-uniapp/nutui-uniapp/tree/main/example,69,23
/nutui-uniapp/nutui-uniapp/blob/main/example/package.json,44,3
/nutui-uniapp/nutui-uniapp/tree/main/example/src,41,12
/nutui-uniapp/nutui-uniapp/commits/main,41,8
