referrer,views_total,views_unique
Bing,73,13
github.com,72,35
nutui.jd.com,33,20
Baidu,28,26
Google,15,14
gitee.com,4,4
DuckDuckGo,3,1
ext.dcloud.net.cn,2,2
context7.com,2,1
taro-ui.jd.com,1,1
