time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-03-26 00:00:00+00:00,2,2,66,41
2025-03-27 00:00:00+00:00,3,3,157,58
2025-03-28 00:00:00+00:00,14,7,88,40
2025-03-29 00:00:00+00:00,16,14,53,16
2025-03-30 00:00:00+00:00,3,3,30,11
2025-03-31 00:00:00+00:00,8,5,122,38
2025-04-01 00:00:00+00:00,6,4,48,27
2025-04-02 00:00:00+00:00,5,5,161,48
2025-04-03 00:00:00+00:00,7,4,57,26
2025-04-04 00:00:00+00:00,7,5,26,11
2025-04-05 00:00:00+00:00,8,5,30,17
2025-04-06 00:00:00+00:00,6,4,43,8
2025-04-07 00:00:00+00:00,3,3,87,36
2025-04-08 00:00:00+00:00,2,2,67,29
