referrer,views_total,views_unique
github.com,181,85
nutui.jd.com,112,25
Baidu,65,55
Google,45,27
cn.bing.com,17,14
gitee.com,13,6
ext.dcloud.net.cn,10,4
uni-helper.js.org,5,5
Bing,4,3
npmjs.com,4,2
