url_path,views_total,views_unique
/nutui-uniapp/nutui-uniapp,584,241
/nutui-uniapp/nutui-uniapp/issues,296,63
/nutui-uniapp/nutui-uniapp/releases,125,78
/nutui-uniapp/nutui-uniapp/tree/main/packages/nutui,107,37
/nutui-uniapp/nutui-uniapp/commits/main,92,12
/nutui-uniapp/nutui-uniapp/pulls,88,11
/nutui-uniapp/nutui-uniapp/tree/main/packages/nutui/components,81,23
/nutui-uniapp/nutui-uniapp/issues/196,50,17
/nutui-uniapp/nutui-uniapp/tree/main/example,46,16
/nutui-uniapp/nutui-uniapp/tree/main/docs,33,8
