url_path,views_total,views_unique
/nutui-uniapp/nutui-uniapp,289,182
/nutui-uniapp/nutui-uniapp/issues,121,41
/nutui-uniapp/nutui-uniapp/releases,78,58
/nutui-uniapp/nutui-uniapp/pulls,30,8
/nutui-uniapp/nutui-uniapp/issues/440,24,19
/nutui-uniapp/nutui-uniapp/tree/main/packages/nutui,23,16
/nutui-uniapp/nutui-uniapp/issues/251,20,12
/nutui-uniapp/nutui-uniapp/pull/449,14,3
/nutui-uniapp/nutui-uniapp/tags,12,2
/nutui-uniapp/nutui-uniapp/issues/429,11,9
