referrer,views_total,views_unique
github.com,1091,136
nutui.jd.com,101,29
ext.dcloud.net.cn,72,34
npmjs.com,43,7
cn.bing.com,30,8
Baidu,25,8
Google,19,11
gitee.com,14,9
Bing,8,2
uni-helper.js.org,2,2
