url_path,views_total,views_unique
/nutui-uniapp/nutui-uniapp,536,186
/nutui-uniapp/nutui-uniapp/issues,261,72
/nutui-uniapp/nutui-uniapp/releases,133,71
/nutui-uniapp/nutui-uniapp/tree/main/packages/nutui,110,32
/nutui-uniapp/nutui-uniapp/tree/main/packages/nutui/components,81,23
/nutui-uniapp/nutui-uniapp/pulls,48,9
/nutui-uniapp/nutui-uniapp/tree/main/example,36,13
/nutui-uniapp/nutui-uniapp/tree/main/packages/nutui/src,33,10
/nutui-uniapp/nutui-uniapp/blob/main/package.json,33,5
/nutui-uniapp/nutui-uniapp/issues/104,27,14
