referrer,views_total,views_unique
github.com,208,79
nutui.jd.com,35,29
Google,34,21
Baidu,32,21
npmjs.com,27,5
Bing,19,3
gitee.com,16,6
cn.bing.com,4,2
ext.dcloud.net.cn,2,2
uni-helper.js.org,2,2
