referrer,views_total,views_unique
github.com,314,89
nutui.jd.com,75,26
ext.dcloud.net.cn,37,5
gitee.com,5,5
Baidu,3,3
uni-helper.js.org,3,3
npmjs.com,3,2
Google,3,1
