url_path,views_total,views_unique
/nutui-uniapp/nutui-uniapp,501,186
/nutui-uniapp/nutui-uniapp/issues,236,69
/nutui-uniapp/nutui-uniapp/releases,116,58
/nutui-uniapp/nutui-uniapp/tree/main/packages/nutui,93,29
/nutui-uniapp/nutui-uniapp/tree/main/packages/nutui/components,72,21
/nutui-uniapp/nutui-uniapp/pulls,44,9
/nutui-uniapp/nutui-uniapp/tree/main/example,34,12
/nutui-uniapp/nutui-uniapp/blob/main/package.json,33,5
/nutui-uniapp/nutui-uniapp/issues/104,25,12
/nutui-uniapp/nutui-uniapp/tree/main/packages/nutui/src,25,10
