time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-01-13 00:00:00+00:00,41,10,33,19
2026-01-14 00:00:00+00:00,37,6,50,28
2026-01-15 00:00:00+00:00,45,8,67,42
2026-01-16 00:00:00+00:00,36,11,96,26
2026-01-17 00:00:00+00:00,42,8,14,10
2026-01-18 00:00:00+00:00,44,7,14,11
2026-01-19 00:00:00+00:00,45,9,43,25
2026-01-20 00:00:00+00:00,42,9,61,28
2026-01-21 00:00:00+00:00,35,7,52,23
2026-01-22 00:00:00+00:00,32,6,75,28
2026-01-23 00:00:00+00:00,40,8,93,29
2026-01-24 00:00:00+00:00,45,9,40,19
2026-01-25 00:00:00+00:00,39,9,26,9
2026-01-26 00:00:00+00:00,67,23,43,23
