referrer,views_total,views_unique
github.com,582,124
Google,81,39
nutui.jd.com,71,26
Baidu,39,32
cn.bing.com,24,12
Bing,13,10
ext.dcloud.net.cn,13,9
gitee.com,9,6
npmjs.com,4,1
DuckDuckGo,3,1
