url_path,views_total,views_unique
/nutui-uniapp/nutui-uniapp,492,237
/nutui-uniapp/nutui-uniapp/issues,206,67
/nutui-uniapp/nutui-uniapp/tree/main/packages/nutui,120,34
/nutui-uniapp/nutui-uniapp/releases,97,61
/nutui-uniapp/nutui-uniapp/tree/main/example,91,20
/nutui-uniapp/nutui-uniapp/tree/main/packages/nutui/components,75,22
/nutui-uniapp/nutui-uniapp/tree/main/example/src,68,11
/nutui-uniapp/nutui-uniapp/pulls,52,14
/nutui-uniapp/nutui-uniapp/tree/main/packages/nutui/src,44,14
/nutui-uniapp/nutui-uniapp/tree/main/scripts,28,12
