time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-01 00:00:00+00:00,2.0,2.0,233,50
2024-04-02 00:00:00+00:00,27.0,13.0,361,55
2024-04-03 00:00:00+00:00,15.0,7.0,218,49
2024-04-04 00:00:00+00:00,3.0,3.0,72,19
2024-04-05 00:00:00+00:00,1.0,1.0,50,15
2024-04-06 00:00:00+00:00,3.0,3.0,39,15
2024-04-07 00:00:00+00:00,43.0,15.0,292,39
2024-04-08 00:00:00+00:00,3.0,3.0,165,40
2024-04-09 00:00:00+00:00,17.0,11.0,214,33
2024-04-10 00:00:00+00:00,41.0,23.0,458,62
2024-04-11 00:00:00+00:00,24.0,14.0,630,59
2024-04-12 00:00:00+00:00,48.0,20.0,262,56
2024-04-13 00:00:00+00:00,13.0,9.0,99,26
2024-04-14 00:00:00+00:00,,,217,21
