url_path,views_total,views_unique
/nutui-uniapp/nutui-uniapp,324,196
/nutui-uniapp/nutui-uniapp/issues,145,51
/nutui-uniapp/nutui-uniapp/releases,60,36
/nutui-uniapp/nutui-uniapp/pulls,35,9
/nutui-uniapp/nutui-uniapp/tree/main/packages/nutui,25,20
/nutui-uniapp/nutui-uniapp/issues/440,24,18
/nutui-uniapp/nutui-uniapp/blob/main/package.json,19,13
/nutui-uniapp/nutui-uniapp/issues/251,16,14
/nutui-uniapp/nutui-uniapp/tree/main/packages/nutui/components,16,13
/nutui-uniapp/nutui-uniapp/issues/429,11,9
