url_path,views_total,views_unique
/nutui-uniapp/nutui-uniapp,372,220
/nutui-uniapp/nutui-uniapp/issues,153,49
/nutui-uniapp/nutui-uniapp/releases,88,53
/nutui-uniapp/nutui-uniapp/tree/main/packages/nutui,29,16
/nutui-uniapp/nutui-uniapp/issues/251,28,20
/nutui-uniapp/nutui-uniapp/issues/440,17,16
/nutui-uniapp/nutui-uniapp/pulls,17,6
/nutui-uniapp/nutui-uniapp/pull/456,16,5
/nutui-uniapp/nutui-uniapp/blob/main/package.json,14,12
/nutui-uniapp/nutui-uniapp/tree/main/packages/nutui/components,14,9
