referrer,views_total,views_unique
github.com,398,92
nutui.jd.com,74,25
ext.dcloud.net.cn,29,13
cn.bing.com,13,4
gitee.com,11,7
uni-helper.js.org,7,6
npmjs.com,5,3
Google,4,2
link.zhihu.com,2,1
Baidu,1,1
