referrer,views_total,views_unique
github.com,148,53
Baidu,28,23
Google,16,16
nutui.jd.com,16,14
gitee.com,12,6
ext.dcloud.net.cn,7,5
cn.bing.com,5,4
mail.qq.com,4,2
npmjs.com,3,2
Bing,1,1
