time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-11-30 00:00:00+00:00,4,3,55,24
2024-12-01 00:00:00+00:00,2,1,41,19
2024-12-02 00:00:00+00:00,3,3,164,55
2024-12-03 00:00:00+00:00,5,3,124,39
2024-12-04 00:00:00+00:00,1,1,88,42
2024-12-05 00:00:00+00:00,1,1,135,68
2024-12-06 00:00:00+00:00,8,4,326,223
2024-12-07 00:00:00+00:00,3,1,598,430
2024-12-08 00:00:00+00:00,2,1,1542,768
2024-12-09 00:00:00+00:00,15,7,2888,1956
2024-12-10 00:00:00+00:00,3,2,1930,1153
2024-12-11 00:00:00+00:00,4,4,707,537
2024-12-12 00:00:00+00:00,2,2,294,186
2024-12-13 00:00:00+00:00,1,1,263,63
